train_number,train_name,source,destination,running_days
20491,JSM SBIB SF EXP,JAISALMER,SABARMATI BG,1111111
20493,MDU CDG EXP,MADURAI JN,CHANDIGARH,10001
20494,CDG MDU SF EXP,CHANDIGARH,MADURAI JN,1000100
20495,JU HDP SF EXP,JODHPUR JN,HADAPSAR,1111111
20624,MALGUDI EXP,KSR BANGALORE CY JN,ASHOKAPURAM,1111111
20623,MALGUDI EXP,ASHOKAPURAM,KSR BANGALORE CY JN,1111111
20606,TCN MS SF EXP,TIRUCHENDUR,CHENNAI EGMORE,1111111
20605,MS TCN SF EXP,CHENNAI EGMORE,TIRUCHENDUR,1111111
20629,SABARI SF EXPRES,SECUNDERABAD JN,TRIVANDRUM CNTL,1111111
20625,MAS BGKT SF EXP,CHENNAI CENTRAL,BHAGAT KI KOTHI,1101101
20626,BGKT MAS SF EXP,BHAGAT KI KOTHI,CHENNAI CENTRAL,1011101
20630,SABARI SF EXPRES,TRIVANDRUM CNTL,SECUNDERABAD JN,1111111
20635,ANANTAPURI EXP,CHENNAI EGMORE,KOLLAM JN,1111111
20654,BGM SBC EXP,BELAGAVI,KSR BANGALORE CY JN,1111111
20658,NZM UBL SF EXP,H NIZAMUDDIN,HUBBALLI JN,1
20656,UBL YPR EXP,HUBBALLI JN,YESVANTPUR JN,10
20655,YPR UBL EXP,YESVANTPUR JN,HUBBALLI JN,10
20657,UBL NZM EXP,HUBBALLI JN,H NIZAMUDDIN,100
20653,SBC BGM EXP,KSR BANGALORE CY JN,BELAGAVI,1111111
20659,RAJYA RANI EXP,MYSORE JN,KSR BANGALORE CY JN,1111111
20660,RAJYARANI EXP,KSR BANGALORE CY JN,MYSORE JN,1111111
20667,YPR JP EXP,YESVANTPUR JN,JAIPUR,1000
20675,VISHWAMANAV EXP,BELAGAVI,MYSORE JN,1111111
20668,JP YPR SF EXP,JAIPUR,YESVANTPUR JN,10
20681,SILAMBU EXPRESS,TAMBARAM,SENGOTTAI,10110
20679,MAS UBL SF EXP,CHENNAI CENTRAL,HUBBALLI JN,100
20676,VISHWAMANAV EXP,MYSORE JN,BELAGAVI,1111111
20683,TBM SCT SF EXP,TAMBARAM,SENGOTTAI,101001
20682,SILAMBU EXPRESS,SENGOTTAI,TAMBARAM,1011
20686,GANDHIDHAM EXP,KSR BANGALORE CY JN,GANDHIDHAM BG,10
20684,SCT TBM SF EXP,SENGOTTAI,TAMBARAM,1010100
20687,UBL SBC SF EXP,HUBBALLI JN,KSR BANGALORE CY JN,1111111
20688,SBC UBL SF EXP,KSR BANGALORE CY JN,HUBBALLI JN,1111111
20694,JODHPUR EXP,KSR BANGALORE CY JN,JODHPUR JN,1010000
20693,JU SBC SUPERFAST,JODHPUR JN,KSR BANGALORE CY JN,1010
20801,MAGADH EXPRESS,ISLAMPUR,NEW DELHI,1111111
20802,MAGADH EXPRESS,NEW DELHI,ISLAMPUR,1111111
20804,GIMB VSKP EXP,GANDHIDHAM BG,VISAKHAPATNAM,1
20807,HIRAKUD EXP,VISAKHAPATNAM,AMRITSAR JN,100110
20806,NDLS VSKP AP EXP,NEW DELHI,VISAKHAPATNAM,1111111
20805,VSKP NDLS AP EXP,VISAKHAPATNAM,NEW DELHI,1111111
20808,HIRAKUD EXP,AMRITSAR JN,VISAKHAPATNAM,10011
20809,NAGAVALI EXPRESS,SAMBALPUR,H SAHIB NANDED,1000101
20810,NAGAWALI SF EXP,H SAHIB NANDED,SAMBALPUR,1100010
20811,VSKP NED SF EXP,VISAKHAPATNAM,H SAHIB NANDED,110010
20812,NED VSKP SF EXP,H SAHIB NANDED,VISAKHAPATNAM,11001
20813,PURI JU EXPRESS,PURI,JODHPUR JN,10000
20815,ADTP VSKP SF EXP,ADITYAPUR,VISAKHAPATNAM,1000000
20814,JU PURI EXPRESS,JODHPUR JN,PURI,10
20816,VSKP ADTP EXP,VISAKHAPATNAM,ADITYAPUR,1
20819,PURI OKHA EXP,PURI,OKHA,1
20820,OKHA PURI EXP,OKHA,PURI,10000
20823,PURI AJMER EXP,PURI,AJMER JN,1001000
20824,AII PURI EXP,AJMER JN,PURI,101000
20831,SHM SBP SUF EXP,SHALIMAR,SAMBALPUR,1010100
20832,SBP SHM S FAST,SAMBALPUR,SHALIMAR,101001
20837,BBS JNRD EXP,BHUBANESWAR,JUNAGARH ROAD,1111111
20847,DURG JAT EXPRESS,DURG,MTYR C TUSHAR MAHAJAN,10000
20848,JAT DURG EXP,MTYR C TUSHAR MAHAJAN,DURG,100
20849,BBS RMM SF EXP,BHUBANESWAR,RAMESWARAM,100
20838,JNRD BBS EXP,JUNAGARH ROAD,BHUBANESWAR,1111111
20851,BBS PDY SF EXP,BHUBANESWAR,PUDUCHERRY,100000
20852,PDY BBS SF EXP,PUDUCHERRY,BHUBANESWAR,10000
20850,RMM BBS SF EXP,RAMESWARAM,BHUBANESWAR,1
